test MCC		0.22819,	0.23842,	0.25275,	0.22508,	0.22888,	0.23018,	0.25693,	0.21796,	0.22787,	0.22542,	0.23205,	0.22728,	0.36110,	0.21736,	0.23002,	0.22102,	0.22767,	0.22367,	0.25129,	0.23166,
michael pumped the letterthe cloth with cleanser .	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0
christopher sprinkled paint onto the paper .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
christopher sprinkled the paper with paint .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
jessica sprinkled paint onto the painting .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica sprinkled the painting with paint .	1	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	0	0
jessica sprinkled paint onto the letterthe cloth .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
jessica sprinkled the letterthe cloth with paint .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca sprinkled water onto the paper .	1	0	0	1	1	1	1	0	0	1	0	1	0	1	1	0	1	0	1	1	1
rebecca sprinkled the paper with water .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jason sprinkled water onto the painting .	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0
jason sprinkled the painting with water .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
michael sprinkled water onto the letterthe cloth .	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1
michael sprinkled the letterthe cloth with water .	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
james sprinkled perfume onto the paper .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james sprinkled the paper with perfume .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
christopher sprinkled perfume onto the painting .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
christopher sprinkled the painting with perfume .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james sprinkled perfume onto the letterthe cloth .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james sprinkled the letterthe cloth with perfume .	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1
james sprinkled alcohol onto the paper .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james sprinkled the paper with alcohol .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca sprinkled alcohol onto the painting .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca sprinkled the painting with alcohol .	1	0	1	1	1	1	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0
david sprinkled alcohol onto the letterthe cloth .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
david sprinkled the letterthe cloth with alcohol .	1	0	1	1	1	0	0	0	0	0	1	0	1	1	0	1	1	1	1	0	1
david sprinkled fire retardant onto the paper .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david sprinkled the paper with fire retardant .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david sprinkled fire retardant onto the painting .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david sprinkled the painting with fire retardant .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david sprinkled fire retardant onto the letterthe cloth .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david sprinkled the letterthe cloth with fire retardant .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james sprinkled cleanser onto the paper .	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
james sprinkled the paper with cleanser .	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1
jason sprinkled cleanser onto the painting .	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
jason sprinkled the painting with cleanser .	1	0	1	0	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	0	0
rebecca sprinkled cleanser onto the letterthe cloth .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca sprinkled the letterthe cloth with cleanser .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
jessica rubbed paint onto the paper .	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1
jessica rubbed the paper with paint .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
christopher rubbed paint onto the painting .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher rubbed the painting with paint .	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
nicole rubbed paint onto the letterthe cloth .	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
nicole rubbed the letterthe cloth with paint .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james rubbed water onto the paper .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james rubbed the paper with water .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth rubbed water onto the painting .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth rubbed the painting with water .	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
james rubbed water onto the letterthe cloth .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james rubbed the letterthe cloth with water .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth rubbed perfume onto the paper .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth rubbed the paper with perfume .	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0
rebecca rubbed perfume onto the painting .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
rebecca rubbed the painting with perfume .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james rubbed perfume onto the letterthe cloth .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james rubbed the letterthe cloth with perfume .	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1
kelly rubbed alcohol onto the paper .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly rubbed the paper with alcohol .	1	0	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	1	0	1
rebecca rubbed alcohol onto the painting .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca rubbed the painting with alcohol .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca rubbed alcohol onto the letterthe cloth .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca rubbed the letterthe cloth with alcohol .	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1
rebecca rubbed fire retardant onto the paper .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca rubbed the paper with fire retardant .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
nicole rubbed fire retardant onto the painting .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole rubbed the painting with fire retardant .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth rubbed fire retardant onto the letterthe cloth .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth rubbed the letterthe cloth with fire retardant .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
elizabeth rubbed cleanser onto the paper .	1	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1
elizabeth rubbed the paper with cleanser .	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
kelly rubbed cleanser onto the painting .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
kelly rubbed the painting with cleanser .	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
jessica rubbed cleanser onto the letterthe cloth .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jessica rubbed the letterthe cloth with cleanser .	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1
james squirted paint onto the paper .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james squirted the paper with paint .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
elizabeth squirted paint onto the painting .	1	0	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1
elizabeth squirted the painting with paint .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly squirted paint onto the letterthe cloth .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
kelly squirted the letterthe cloth with paint .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jason squirted water onto the paper .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jason squirted the paper with water .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
michael squirted water onto the painting .	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
michael squirted the painting with water .	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0
nicole squirted water onto the letterthe cloth .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
nicole squirted the letterthe cloth with water .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
nicole squirted perfume onto the paper .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
nicole squirted the paper with perfume .	1	0	1	1	1	1	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0
kelly squirted perfume onto the painting .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
kelly squirted the painting with perfume .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jason squirted perfume onto the letterthe cloth .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jason squirted the letterthe cloth with perfume .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
nicole squirted alcohol onto the paper .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
nicole squirted the paper with alcohol .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
christopher squirted alcohol onto the painting .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
christopher squirted the painting with alcohol .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
james squirted alcohol onto the letterthe cloth .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james squirted the letterthe cloth with alcohol .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth squirted fire retardant onto the paper .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth squirted the paper with fire retardant .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
michael squirted fire retardant onto the painting .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
michael squirted the painting with fire retardant .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca squirted fire retardant onto the letterthe cloth .	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
rebecca squirted the letterthe cloth with fire retardant .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
rebecca squirted cleanser onto the paper .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca squirted the paper with cleanser .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
michael squirted cleanser onto the painting .	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
michael squirted the painting with cleanser .	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
jason squirted cleanser onto the letterthe cloth .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jason squirted the letterthe cloth with cleanser .	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1
elizabeth hung the blanket over the bed .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth hung the bed with the blanket .	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica hung the blanket over the armchair .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jessica hung the armchair with the blanket .	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
rebecca hung the blanket over the couch .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca hung the couch with the blanket .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher hung the towel over the bed .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
christopher hung the bed with the towel .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david hung the towel over the armchair .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david hung the armchair with the towel .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole hung the towel over the couch .	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0
nicole hung the couch with the towel .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca hung the bedspread over the bed .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca hung the bed with the bedspread .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth hung the bedspread over the armchair .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth hung the armchair with the bedspread .	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
kelly hung the bedspread over the couch .	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0
kelly hung the couch with the bedspread .	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher draped the blanket over the bed .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
christopher draped the bed with the blanket .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole draped the blanket over the armchair .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
nicole draped the armchair with the blanket .	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0
nicole draped the blanket over the couch .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
nicole draped the couch with the blanket .	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
james draped the towel over the bed .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james draped the bed with the towel .	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1
jessica draped the towel over the armchair .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jessica draped the armchair with the towel .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth draped the towel over the couch .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth draped the couch with the towel .	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1
jason draped the bedspread over the bed .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jason draped the bed with the bedspread .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
michael draped the bedspread over the armchair .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
michael draped the armchair with the bedspread .	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0
kelly draped the bedspread over the couch .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly draped the couch with the bedspread .	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0
david adorned flowers on the city .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
david adorned the city with flowers .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly adorned flowers on the kingdom .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kelly adorned the kingdom with flowers .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly adorned flowers on the palace .	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	0	1	0	1	0	0
kelly adorned the palace with flowers .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james adorned flowers on the theater .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james adorned the theater with flowers .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
kelly adorned flowers on the staircase .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly adorned the staircase with flowers .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
nicole adorned gems on the city .	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	0	0
nicole adorned the city with gems .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca adorned gems on the kingdom .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca adorned the kingdom with gems .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
elizabeth adorned gems on the palace .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth adorned the palace with gems .	1	0	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0
kelly adorned gems on the theater .	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
kelly adorned the theater with gems .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james adorned gems on the staircase .	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1
james adorned the staircase with gems .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
christopher adorned decorations on the city .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
christopher adorned the city with decorations .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
nicole adorned decorations on the kingdom .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole adorned the kingdom with decorations .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james adorned decorations on the palace .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james adorned the palace with decorations .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james adorned decorations on the theater .	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
james adorned the theater with decorations .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david adorned decorations on the staircase .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
david adorned the staircase with decorations .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james adorned christmas lights on the city .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james adorned the city with christmas lights .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jessica adorned christmas lights on the kingdom .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica adorned the kingdom with christmas lights .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kelly adorned christmas lights on the palace .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
kelly adorned the palace with christmas lights .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
david adorned christmas lights on the theater .	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
david adorned the theater with christmas lights .	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly adorned christmas lights on the staircase .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly adorned the staircase with christmas lights .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
david adorned streamers on the city .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
david adorned the city with streamers .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly adorned streamers on the kingdom .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly adorned the kingdom with streamers .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james adorned streamers on the palace .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james adorned the palace with streamers .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth adorned streamers on the theater .	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
elizabeth adorned the theater with streamers .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
christopher adorned streamers on the staircase .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
christopher adorned the staircase with streamers .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jason decorated flowers on the city .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
jason decorated the city with flowers .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
michael decorated flowers on the kingdom .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
michael decorated the kingdom with flowers .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david decorated flowers on the palace .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david decorated the palace with flowers .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
elizabeth decorated flowers on the theater .	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
elizabeth decorated the theater with flowers .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
jason decorated flowers on the staircase .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jason decorated the staircase with flowers .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james decorated gems on the city .	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
james decorated the city with gems .	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
nicole decorated gems on the kingdom .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole decorated the kingdom with gems .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jason decorated gems on the palace .	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
jason decorated the palace with gems .	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0
christopher decorated gems on the theater .	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
christopher decorated the theater with gems .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
nicole decorated gems on the staircase .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
nicole decorated the staircase with gems .	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher decorated decorations on the city .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher decorated the city with decorations .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth decorated decorations on the kingdom .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth decorated the kingdom with decorations .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kelly decorated decorations on the palace .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kelly decorated the palace with decorations .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
jessica decorated decorations on the theater .	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
jessica decorated the theater with decorations .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
michael decorated decorations on the staircase .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
michael decorated the staircase with decorations .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james decorated christmas lights on the city .	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
james decorated the city with christmas lights .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
rebecca decorated christmas lights on the kingdom .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca decorated the kingdom with christmas lights .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
jason decorated christmas lights on the palace .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jason decorated the palace with christmas lights .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
nicole decorated christmas lights on the theater .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole decorated the theater with christmas lights .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica decorated christmas lights on the staircase .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jessica decorated the staircase with christmas lights .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
david decorated streamers on the city .	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
david decorated the city with streamers .	1	0	1	0	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0
